version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5,r6,c6,j6,r7,c7,j7
gapenum2,453,7,1,42,1,27,2,0,6,58,0,8,55,0,5,49,0,5,48,0,7,47,0,4,45,0,7,43
gapenum1,455,7,1,39,9,160,5,0,6,58,0,7,55,0,5,53,0,4,50,0,6,48,0,4,46,0,7,44
gapenum2,455,7,1,39,1,27,2,0,6,58,0,7,55,0,5,53,0,4,50,0,6,48,0,4,46,0,7,44
gapenum1,456,7,1,-1,9,158,5,0,9,58,0,7,56,0,6,53,0,5,46,0,6,45,0,7,44,0,8,40
gapenum2,456,7,1,-1,1,26,2,0,9,58,0,7,56,0,6,53,0,5,46,0,6,45,0,7,44,0,8,40
gapenum1,457,7,1,-1,10,170,7,0,5,59,0,5,58,0,9,54,0,7,46,0,4,45,0,6,43,0,8,40
gapenum2,457,7,1,-1,1,30,2,0,5,59,0,5,58,0,9,54,0,7,46,0,4,45,0,6,43,0,8,40
gapenum1,459,7,1,35,10,153,5,0,4,55,0,4,55,0,9,52,0,4,45,0,6,43,0,4,40,0,4,40
gapenum2,459,7,1,35,1,30,2,0,4,55,0,4,55,0,9,52,0,4,45,0,6,43,0,4,40,0,4,40
gapenum1,460,7,1,-1,7,136,4,0,5,55,0,6,54,0,5,53,0,8,53,0,4,41,0,8,40,0,9,40
gapenum2,460,7,1,-1,0,21,2,0,5,55,0,6,54,0,5,53,0,8,53,0,4,41,0,8,40,0,9,40
gapenum1,461,7,1,39,9,160,5,0,4,55,0,5,54,0,7,50,0,6,48,0,5,47,0,7,43,0,5,42
gapenum2,461,7,1,39,1,27,2,0,4,55,0,5,54,0,7,50,0,6,48,0,5,47,0,7,43,0,5,42
gapenum1,462,7,1,38,10,172,5,0,8,59,0,5,57,0,4,56,0,8,53,0,5,47,0,4,46,0,4,42
gapenum2,462,7,1,38,1,31,2,0,8,59,0,5,57,0,4,56,0,8,53,0,5,47,0,4,46,0,4,42
gapenum1,463,7,1,-1,8,136,5,0,6,58,0,9,58,0,8,52,0,9,50,0,5,48,0,6,45,0,6,43
gapenum2,463,7,1,-1,0,25,2,0,6,58,0,9,58,0,8,52,0,9,50,0,5,48,0,6,45,0,6,43
gapenum1,464,7,1,-1,9,158,5,0,7,59,0,5,55,0,7,54,0,7,51,0,7,48,0,7,48,0,4,41
gapenum2,464,7,1,-1,2,44,3,0,7,59,0,5,55,0,7,54,0,7,51,0,7,48,0,7,48,0,4,41
gapenum1,465,7,1,-1,9,158,5,0,8,57,0,7,55,0,7,48,0,4,43,0,5,41,0,8,41,0,6,40
gapenum2,465,7,1,-1,1,26,2,0,8,57,0,7,55,0,7,48,0,4,43,0,5,41,0,8,41,0,6,40
gapenum1,466,7,1,-1,9,158,5,0,9,54,0,4,49,0,6,49,0,4,48,0,9,48,0,9,41,0,4,40
gapenum2,466,7,1,-1,1,26,2,0,9,54,0,4,49,0,6,49,0,4,48,0,9,48,0,9,41,0,4,40
gapenum1,467,7,1,39,9,160,5,0,8,58,0,4,56,0,9,54,0,5,52,0,5,50,0,4,49,0,4,49
gapenum2,467,7,1,39,1,27,2,0,8,58,0,4,56,0,9,54,0,5,52,0,5,50,0,4,49,0,4,49
gapenum1,469,7,1,-1,9,158,5,0,8,59,0,4,56,0,4,55,0,8,54,0,8,50,0,5,49,0,8,43
gapenum2,469,7,1,-1,1,26,2,0,8,59,0,4,56,0,4,55,0,8,54,0,8,50,0,5,49,0,8,43
gapenum1,470,7,1,-1,8,144,5,0,7,56,0,7,49,0,5,48,0,6,46,0,8,45,0,6,44,0,8,43
gapenum2,470,7,1,-1,1,22,2,0,7,56,0,7,49,0,5,48,0,6,46,0,8,45,0,6,44,0,8,43
gapenum1,471,7,1,-1,8,151,5,0,9,58,0,6,51,0,9,50,0,9,50,0,6,49,0,4,47,0,8,42
gapenum2,471,7,1,-1,0,25,2,0,9,58,0,6,51,0,9,50,0,9,50,0,6,49,0,4,47,0,8,42
gapenum1,472,7,1,-1,9,158,5,0,4,59,0,9,57,0,6,53,0,6,53,0,8,52,0,5,46,0,9,44
gapenum2,472,7,1,-1,1,26,2,0,4,59,0,9,57,0,6,53,0,6,53,0,8,52,0,5,46,0,9,44
gapenum1,474,7,1,-1,8,136,5,0,5,58,0,6,58,0,6,56,0,6,56,0,8,49,0,9,42,0,6,41
gapenum2,474,7,1,-1,0,25,2,0,5,58,0,6,58,0,6,56,0,6,56,0,8,49,0,9,42,0,6,41
gapenum1,475,7,1,40,9,155,5,0,7,56,0,6,55,0,7,54,0,4,52,0,7,46,0,5,43,0,4,40
gapenum2,475,7,1,40,1,27,2,0,7,56,0,6,55,0,7,54,0,4,52,0,7,46,0,5,43,0,4,40
gapenum1,477,7,1,46,7,111,4,0,9,55,0,5,51,0,6,50,0,7,50,0,8,50,0,4,49,0,7,48
gapenum2,477,7,1,46,1,19,2,0,9,55,0,5,51,0,6,50,0,7,50,0,8,50,0,4,49,0,7,48
gapenum1,478,7,1,-1,8,146,5,0,7,59,0,8,58,0,6,56,0,7,56,0,4,50,0,6,49,0,9,40
gapenum2,478,7,1,-1,0,25,2,0,7,59,0,8,58,0,6,56,0,7,56,0,4,50,0,6,49,0,9,40
gapenum1,480,7,1,39,9,160,5,0,8,58,0,4,57,0,4,53,0,5,51,0,7,47,0,5,42,0,6,42
gapenum2,480,7,1,39,1,27,2,0,8,58,0,4,57,0,4,53,0,5,51,0,7,47,0,5,42,0,6,42
gapenum1,482,7,1,-1,8,144,5,0,7,59,0,4,55,0,8,55,0,4,54,0,7,46,0,8,46,0,9,43
gapenum2,482,7,1,-1,1,22,2,0,7,59,0,4,55,0,8,55,0,4,54,0,7,46,0,8,46,0,9,43
gapenum1,484,7,1,-1,9,158,5,0,9,59,0,4,55,0,6,52,0,6,50,0,6,47,0,8,43,0,9,41
gapenum2,484,7,1,-1,1,26,2,0,9,59,0,4,55,0,6,52,0,6,50,0,6,47,0,8,43,0,9,41
gapenum1,485,7,1,-1,10,170,6,0,8,58,0,9,54,0,9,51,0,5,47,0,5,47,0,4,45,0,5,40
gapenum2,485,7,1,-1,1,30,2,0,8,58,0,9,54,0,9,51,0,5,47,0,5,47,0,4,45,0,5,40
gapenum1,488,7,1,-1,9,158,5,0,9,55,0,7,54,0,7,51,0,7,50,0,9,46,0,4,43,0,4,42
gapenum2,488,7,1,-1,1,26,2,0,9,55,0,7,54,0,7,51,0,7,50,0,9,46,0,4,43,0,4,42
gapenum1,490,7,1,-1,8,144,5,0,9,54,0,4,52,0,4,49,0,6,47,0,8,47,0,7,45,0,9,41
gapenum2,490,7,1,-1,1,22,2,0,9,54,0,4,52,0,4,49,0,6,47,0,8,47,0,7,45,0,9,41
gapenum1,491,7,1,-1,8,139,5,0,6,54,0,4,53,0,8,53,0,8,49,0,5,47,0,6,46,0,6,42
gapenum2,491,7,1,-1,1,22,2,0,6,54,0,4,53,0,8,53,0,8,49,0,5,47,0,6,46,0,6,42
gapenum1,492,7,1,42,9,160,5,0,8,58,0,8,56,0,4,55,0,5,50,0,9,49,0,4,48,0,4,45
gapenum2,492,7,1,42,1,27,2,0,8,58,0,8,56,0,4,55,0,5,50,0,9,49,0,4,48,0,4,45
gapenum1,493,7,1,-1,10,170,6,0,8,59,0,7,57,0,6,52,0,8,50,0,9,48,0,5,42,0,4,40
gapenum2,493,7,1,-1,1,30,2,0,8,59,0,7,57,0,6,52,0,8,50,0,9,48,0,5,42,0,4,40
gapenum1,495,7,1,-1,9,158,5,0,9,59,0,8,58,0,5,49,0,4,48,0,4,46,0,6,44,0,8,43
gapenum2,495,7,1,-1,1,26,2,0,9,59,0,8,58,0,5,49,0,4,48,0,4,46,0,6,44,0,8,43
gapenum1,496,7,1,39,9,160,5,0,4,57,0,4,54,0,8,49,0,5,48,0,4,46,0,8,43,0,6,41
gapenum2,496,7,1,39,1,27,2,0,4,57,0,4,54,0,8,49,0,5,48,0,4,46,0,8,43,0,6,41
gapenum1,499,7,1,-1,6,95,4,0,4,49,0,6,49,0,9,48,0,5,45,0,7,44,0,5,42,0,9,41
gapenum2,499,7,1,-1,0,17,2,0,4,49,0,6,49,0,9,48,0,5,45,0,7,44,0,5,42,0,9,41
gapenum1,500,7,1,36,10,172,5,0,7,59,0,4,57,0,7,57,0,5,56,0,4,54,0,4,47,0,5,41
gapenum2,500,7,1,36,3,62,3,0,7,59,0,4,57,0,7,57,0,5,56,0,4,54,0,4,47,0,5,41
