version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5
gapenum2,417,5,1,32,1,21,6,0,8,58,0,5,49,0,9,48,0,5,44,0,5,40
gapenum1,418,5,1,37,6,80,11,0,8,51,0,6,49,0,7,45,0,7,41,0,9,41
gapenum2,418,5,1,37,1,17,6,0,8,51,0,6,49,0,7,45,0,7,41,0,9,41
gapenum1,419,5,1,34,6,80,7,0,9,56,0,5,53,0,9,52,0,6,51,0,5,49
gapenum2,419,5,1,34,1,17,3,0,9,56,0,5,53,0,9,52,0,6,51,0,5,49
gapenum1,420,5,1,33,6,75,6,0,7,59,0,8,58,0,6,49,0,6,48,0,6,47
gapenum2,420,5,1,33,1,17,3,0,7,59,0,8,58,0,6,49,0,6,48,0,6,47
gapenum1,421,5,1,38,6,80,6,0,9,59,0,8,58,0,5,53,0,9,53,0,7,41
gapenum2,421,5,1,38,2,26,4,0,9,59,0,8,58,0,5,53,0,9,53,0,7,41
gapenum1,422,5,1,25,8,99,7,0,5,59,0,5,58,0,6,50,0,5,42,0,4,40
gapenum2,422,5,1,25,3,35,5,0,5,59,0,5,58,0,6,50,0,5,42,0,4,40
gapenum1,423,5,1,33,7,91,6,0,9,56,0,7,47,0,4,43,0,7,42,0,6,41
gapenum2,423,5,1,33,1,21,3,0,9,56,0,7,47,0,4,43,0,7,42,0,6,41
gapenum1,424,5,1,24,6,64,3,0,4,53,0,5,53,0,4,48,0,7,46,0,4,42
gapenum2,424,5,1,24,1,16,2,0,4,53,0,5,53,0,4,48,0,7,46,0,4,42
gapenum1,425,5,1,28,8,99,4,0,8,59,0,8,52,0,4,49,0,4,46,0,4,42
gapenum2,425,5,1,28,1,25,2,0,8,59,0,8,52,0,4,49,0,4,46,0,4,42
gapenum1,426,5,1,29,6,80,3,0,7,57,0,4,56,0,6,53,0,5,50,0,7,46
gapenum2,426,5,1,29,1,17,2,0,7,57,0,4,56,0,6,53,0,5,50,0,7,46
gapenum1,427,5,1,30,6,80,3,0,5,57,0,4,55,0,6,55,0,8,51,0,7,46
gapenum2,427,5,1,30,1,17,2,0,5,57,0,4,55,0,6,55,0,8,51,0,7,46
gapenum1,428,5,1,40,6,80,3,0,7,56,0,8,55,0,7,49,0,9,41,0,9,41
gapenum2,428,5,1,40,1,17,2,0,7,56,0,8,55,0,7,49,0,9,41,0,9,41
gapenum1,429,5,1,28,6,80,3,0,4,58,0,4,55,0,8,54,0,7,52,0,5,42
gapenum2,429,5,1,28,2,26,2,0,4,58,0,4,55,0,8,54,0,7,52,0,5,42
gapenum1,430,5,1,27,6,80,3,0,4,53,0,5,50,0,5,49,0,8,48,0,5,42
gapenum2,430,5,1,27,2,26,2,0,4,53,0,5,50,0,5,49,0,8,48,0,5,42
gapenum1,431,5,1,33,6,80,3,0,9,55,0,6,52,0,5,50,0,6,50,0,7,40
gapenum2,431,5,1,33,2,26,2,0,9,55,0,6,52,0,5,50,0,6,50,0,7,40
gapenum1,432,5,1,33,7,91,4,0,5,58,0,8,56,0,8,56,0,8,47,0,4,45
gapenum2,432,5,1,33,1,21,2,0,5,58,0,8,56,0,8,56,0,8,47,0,4,45
gapenum1,433,5,1,31,7,91,4,0,5,59,0,5,44,0,9,44,0,4,42,0,8,40
gapenum2,433,5,1,31,1,21,2,0,5,59,0,5,44,0,9,44,0,4,42,0,8,40
gapenum1,434,5,1,35,7,91,4,0,6,57,0,7,53,0,6,49,0,8,43,0,8,40
gapenum2,434,5,1,35,1,21,2,0,6,57,0,7,53,0,6,49,0,8,43,0,8,40
gapenum1,435,5,1,35,6,80,4,0,4,59,0,5,56,0,9,47,0,9,47,0,8,46
gapenum2,435,5,1,35,1,17,2,0,4,59,0,5,56,0,9,47,0,9,47,0,8,46
gapenum1,436,5,1,37,5,59,3,0,4,48,0,7,47,0,8,46,0,9,45,0,9,42
gapenum2,436,5,1,37,1,13,2,0,4,48,0,7,47,0,8,46,0,9,45,0,9,42
gapenum1,437,5,1,32,7,86,4,0,9,59,0,6,49,0,4,46,0,4,42,0,9,42
gapenum2,437,5,1,32,1,21,2,0,9,59,0,6,49,0,4,46,0,4,42,0,9,42
gapenum1,438,5,1,34,6,80,4,0,7,52,0,4,48,0,9,46,0,5,44,0,9,42
gapenum2,438,5,1,34,1,17,2,0,7,52,0,4,48,0,9,46,0,5,44,0,9,42
gapenum1,439,5,1,33,7,91,4,0,9,54,0,7,52,0,9,52,0,4,46,0,4,40
gapenum2,439,5,1,33,3,37,3,0,9,54,0,7,52,0,9,52,0,4,46,0,4,40
gapenum1,440,5,1,31,6,80,4,0,7,59,0,5,57,0,7,57,0,8,54,0,4,48
gapenum2,440,5,1,31,2,26,2,0,7,59,0,5,57,0,7,57,0,8,54,0,4,48
gapenum1,441,5,1,34,5,50,3,0,5,49,0,8,49,0,6,48,0,8,45,0,7,43
gapenum2,441,5,1,34,1,12,2,0,5,49,0,8,49,0,6,48,0,8,45,0,7,43
gapenum1,442,5,1,38,6,80,4,0,7,52,0,8,50,0,9,49,0,7,46,0,7,43
gapenum2,442,5,1,38,1,17,2,0,7,52,0,8,50,0,9,49,0,7,46,0,7,43
gapenum1,443,5,1,28,7,91,4,0,5,58,0,5,55,0,8,48,0,4,43,0,6,43
gapenum2,443,5,1,28,1,21,2,0,5,58,0,5,55,0,8,48,0,4,43,0,6,43
gapenum1,444,5,1,34,7,78,4,0,5,59,0,8,59,0,8,50,0,5,42,0,8,42
gapenum2,444,5,1,34,1,20,2,0,5,59,0,8,59,0,8,50,0,5,42,0,8,42
gapenum1,445,5,1,38,6,80,3,0,9,54,0,6,50,0,7,45,0,7,43,0,9,40
gapenum2,445,5,1,38,1,17,2,0,9,54,0,6,50,0,7,45,0,7,43,0,9,40
gapenum1,446,5,1,29,6,80,4,0,4,53,0,4,52,0,9,50,0,8,44,0,4,42
gapenum2,446,5,1,29,1,17,2,0,4,53,0,4,52,0,9,50,0,8,44,0,4,42
gapenum1,447,5,1,28,7,91,4,0,7,57,0,5,54,0,7,53,0,4,52,0,5,40
gapenum2,447,5,1,28,2,32,2,0,7,57,0,5,54,0,7,53,0,4,52,0,5,40
gapenum1,448,5,1,29,5,59,4,0,5,54,0,6,53,0,8,53,0,5,51,0,5,50
gapenum2,448,5,1,29,1,13,2,0,5,54,0,6,53,0,8,53,0,5,51,0,5,50
gapenum1,449,5,1,30,7,86,4,0,7,59,0,4,49,0,8,45,0,4,41,0,7,40
gapenum2,449,5,1,30,1,21,2,0,7,59,0,4,49,0,8,45,0,4,41,0,7,40
gapenum1,450,5,1,28,8,99,4,0,5,59,0,8,51,0,5,46,0,4,41,0,6,40
gapenum2,450,5,1,28,1,25,2,0,5,59,0,8,51,0,5,46,0,4,41,0,6,40
gapenum1,451,5,1,31,6,80,4,0,4,58,0,6,56,0,6,56,0,9,49,0,6,48
gapenum2,451,5,1,31,1,17,2,0,4,58,0,6,56,0,6,56,0,9,49,0,6,48
gapenum1,452,5,1,39,6,69,3,0,7,59,0,9,59,0,7,52,0,8,46,0,8,46
gapenum2,452,5,1,39,1,16,2,0,7,59,0,9,59,0,7,52,0,8,46,0,8,46
gapenum1,453,5,1,34,5,59,3,0,6,44,0,4,43,0,7,42,0,8,41,0,9,41
gapenum2,453,5,1,34,1,13,2,0,6,44,0,4,43,0,7,42,0,8,41,0,9,41
gapenum1,454,5,1,29,6,80,4,0,6,51,0,7,50,0,6,44,0,4,43,0,6,42
gapenum2,454,5,1,29,1,17,2,0,6,51,0,7,50,0,6,44,0,4,43,0,6,42
gapenum1,455,5,1,32,6,80,4,0,7,59,0,5,50,0,4,47,0,8,44,0,8,44
gapenum2,455,5,1,32,1,17,2,0,7,59,0,5,50,0,4,47,0,8,44,0,8,44
gapenum1,456,5,1,35,7,91,4,0,9,53,0,8,52,0,9,51,0,4,47,0,5,42
gapenum2,456,5,1,35,1,21,2,0,9,53,0,8,52,0,9,51,0,4,47,0,5,42
gapenum1,457,5,1,28,6,80,3,0,5,52,0,4,49,0,5,49,0,5,47,0,9,41
gapenum2,457,5,1,28,1,17,2,0,5,52,0,4,49,0,5,49,0,5,47,0,9,41
gapenum1,458,5,1,32,6,80,4,0,4,52,0,7,46,0,5,45,0,8,41,0,8,40
gapenum2,458,5,1,32,1,17,2,0,4,52,0,7,46,0,5,45,0,8,41,0,8,40
gapenum1,459,5,1,34,6,69,3,0,5,59,0,6,59,0,7,52,0,8,46,0,8,44
gapenum2,459,5,1,34,1,16,2,0,5,59,0,6,59,0,7,52,0,8,46,0,8,44
gapenum1,460,5,1,30,7,86,4,0,6,59,0,5,55,0,5,54,0,6,46,0,8,40
gapenum2,460,5,1,30,1,21,2,0,6,59,0,5,55,0,5,54,0,6,46,0,8,40
gapenum1,461,5,1,31,7,91,4,0,8,58,0,5,54,0,6,52,0,7,50,0,5,45
gapenum2,461,5,1,31,1,21,2,0,8,58,0,5,54,0,6,52,0,7,50,0,5,45
gapenum1,462,5,1,35,6,75,3,0,9,59,0,7,58,0,4,52,0,6,48,0,9,44
gapenum2,462,5,1,35,1,17,2,0,9,59,0,7,58,0,4,52,0,6,48,0,9,44
gapenum1,463,5,1,34,6,80,4,0,6,49,0,4,48,0,8,47,0,9,46,0,7,40
gapenum2,463,5,1,34,1,17,2,0,6,49,0,4,48,0,8,47,0,9,46,0,7,40
gapenum1,464,5,1,31,5,40,3,0,4,56,0,8,56,0,8,56,0,5,52,0,6,50
gapenum2,464,5,1,31,1,11,2,0,4,56,0,8,56,0,8,56,0,5,52,0,6,50
gapenum1,465,5,1,35,6,80,4,0,7,56,0,7,54,0,9,54,0,7,50,0,5,49
gapenum2,465,5,1,35,1,17,2,0,7,56,0,7,54,0,9,54,0,7,50,0,5,49
gapenum1,466,5,1,34,6,80,4,0,4,58,0,6,48,0,7,48,0,9,44,0,8,42
gapenum2,466,5,1,34,1,17,2,0,4,58,0,6,48,0,7,48,0,9,44,0,8,42
gapenum1,467,5,1,34,6,80,4,0,9,58,0,4,54,0,9,52,0,8,51,0,4,40
gapenum2,467,5,1,34,2,26,2,0,9,58,0,4,54,0,9,52,0,8,51,0,4,40
gapenum1,468,5,1,30,6,80,4,0,4,59,0,5,57,0,4,54,0,9,49,0,8,46
gapenum2,468,5,1,30,1,17,2,0,4,59,0,5,57,0,4,54,0,9,49,0,8,46
gapenum1,469,5,1,32,6,80,4,0,6,51,0,7,48,0,6,47,0,5,40,0,8,40
gapenum2,469,5,1,32,1,17,2,0,6,51,0,7,48,0,6,47,0,5,40,0,8,40
gapenum1,470,5,1,36,6,80,4,0,6,58,0,7,49,0,8,49,0,6,47,0,9,44
gapenum2,470,5,1,36,1,17,2,0,6,58,0,7,49,0,8,49,0,6,47,0,9,44
gapenum1,471,5,1,36,7,91,4,0,9,58,0,7,54,0,5,47,0,7,46,0,8,40
gapenum2,471,5,1,36,1,21,2,0,9,58,0,7,54,0,5,47,0,7,46,0,8,40
gapenum1,472,5,1,28,7,91,4,0,4,53,0,6,46,0,8,43,0,5,42,0,5,41
gapenum2,472,5,1,28,1,21,2,0,4,53,0,6,46,0,8,43,0,5,42,0,5,41
gapenum1,473,5,1,23,8,99,4,0,4,55,0,6,53,0,4,50,0,4,40,0,5,40
gapenum2,473,5,1,23,2,32,3,0,4,55,0,6,53,0,4,50,0,4,40,0,5,40
gapenum1,474,5,1,30,7,86,4,0,8,58,0,9,54,0,4,50,0,5,46,0,4,45
gapenum2,474,5,1,30,1,21,2,0,8,58,0,9,54,0,4,50,0,5,46,0,4,45
gapenum1,475,5,1,31,6,80,3,0,5,55,0,8,53,0,4,46,0,5,44,0,9,43
gapenum2,475,5,1,31,1,17,2,0,5,55,0,8,53,0,4,46,0,5,44,0,9,43
gapenum1,476,5,1,28,5,59,3,0,4,48,0,4,40,0,5,40,0,6,40,0,9,40
gapenum2,476,5,1,28,1,13,2,0,4,48,0,4,40,0,5,40,0,6,40,0,9,40
gapenum1,477,5,1,30,6,80,4,0,7,51,0,4,46,0,5,44,0,6,44,0,8,41
gapenum2,477,5,1,30,1,17,2,0,7,51,0,4,46,0,5,44,0,6,44,0,8,41
gapenum1,478,5,1,37,7,91,4,0,7,58,0,7,55,0,7,55,0,7,42,0,9,41
gapenum2,478,5,1,37,1,21,2,0,7,58,0,7,55,0,7,55,0,7,42,0,9,41
gapenum1,479,5,1,34,6,80,4,0,5,56,0,6,55,0,7,50,0,7,45,0,9,44
gapenum2,479,5,1,34,1,17,2,0,5,56,0,6,55,0,7,50,0,7,45,0,9,44
gapenum1,480,5,1,28,6,80,4,0,8,58,0,4,57,0,5,56,0,6,55,0,5,42
gapenum2,480,5,1,28,2,26,2,0,8,58,0,4,57,0,5,56,0,6,55,0,5,42
gapenum1,481,5,1,37,6,80,4,0,9,59,0,6,57,0,7,53,0,8,51,0,7,50
gapenum2,481,5,1,37,1,17,2,0,9,59,0,6,57,0,7,53,0,8,51,0,7,50
gapenum1,482,5,1,34,7,91,4,0,7,56,0,5,48,0,9,46,0,9,45,0,4,42
gapenum2,482,5,1,34,1,21,2,0,7,56,0,5,48,0,9,46,0,9,45,0,4,42
gapenum1,483,5,1,38,7,91,4,0,8,57,0,9,54,0,9,45,0,5,43,0,7,43
gapenum2,483,5,1,38,1,21,2,0,8,57,0,9,54,0,9,45,0,5,43,0,7,43
gapenum1,484,5,1,32,7,91,4,0,9,57,0,5,51,0,9,44,0,5,43,0,4,41
gapenum2,484,5,1,32,1,21,2,0,9,57,0,5,51,0,9,44,0,5,43,0,4,41
gapenum1,485,5,1,33,6,75,3,0,8,59,0,4,58,0,6,51,0,7,49,0,8,44
gapenum2,485,5,1,33,1,17,2,0,8,59,0,4,58,0,6,51,0,7,49,0,8,44
gapenum1,486,5,1,39,6,80,4,0,9,54,0,7,53,0,7,40,0,8,40,0,8,40
gapenum2,486,5,1,39,1,17,2,0,9,54,0,7,53,0,7,40,0,8,40,0,8,40
gapenum1,487,5,1,33,6,80,4,0,6,58,0,4,54,0,9,53,0,8,49,0,6,46
gapenum2,487,5,1,33,1,17,2,0,6,58,0,4,54,0,9,53,0,8,49,0,6,46
gapenum1,488,5,1,37,7,91,4,0,7,58,0,6,52,0,9,49,0,6,41,0,9,41
gapenum2,488,5,1,37,1,21,2,0,7,58,0,6,52,0,9,49,0,6,41,0,9,41
gapenum1,489,5,1,36,5,56,3,0,8,48,0,6,47,0,7,47,0,8,45,0,7,41
gapenum2,489,5,1,36,1,13,2,0,8,48,0,6,47,0,7,47,0,8,45,0,7,41
gapenum1,490,5,1,33,6,80,4,0,5,54,0,5,52,0,8,52,0,8,51,0,7,44
gapenum2,490,5,1,33,1,17,2,0,5,54,0,5,52,0,8,52,0,8,51,0,7,44
gapenum1,491,5,1,32,7,91,4,0,5,56,0,6,55,0,9,51,0,6,49,0,6,41
gapenum2,491,5,1,32,2,32,2,0,5,56,0,6,55,0,9,51,0,6,49,0,6,41
gapenum1,492,5,1,33,5,56,3,0,4,52,0,4,51,0,8,47,0,8,47,0,9,43
gapenum2,492,5,1,33,1,13,2,0,4,52,0,4,51,0,8,47,0,8,47,0,9,43
gapenum1,493,5,1,27,8,99,4,0,9,57,0,5,55,0,5,43,0,4,42,0,4,41
gapenum2,493,5,1,27,2,26,2,0,9,57,0,5,55,0,5,43,0,4,42,0,4,41
gapenum1,494,5,1,33,6,80,4,0,7,59,0,8,54,0,5,52,0,8,52,0,5,45
gapenum2,494,5,1,33,2,26,2,0,7,59,0,8,54,0,5,52,0,8,52,0,5,45
gapenum1,495,5,1,34,7,91,4,0,8,55,0,9,50,0,8,45,0,4,40,0,5,40
gapenum2,495,5,1,34,1,21,4,0,8,55,0,9,50,0,8,45,0,4,40,0,5,40
gapenum1,496,5,1,29,6,80,4,0,6,58,0,4,55,0,6,52,0,6,51,0,7,48
gapenum2,496,5,1,29,1,17,2,0,6,58,0,4,55,0,6,52,0,6,51,0,7,48
gapenum1,497,5,1,39,6,80,4,0,9,58,0,5,53,0,7,52,0,9,45,0,9,43
gapenum2,497,5,1,39,1,17,2,0,9,58,0,5,53,0,7,52,0,9,45,0,9,43
gapenum1,498,5,1,28,7,91,4,0,5,58,0,5,50,0,6,48,0,6,47,0,6,44
gapenum2,498,5,1,28,1,21,2,0,5,58,0,5,50,0,6,48,0,6,47,0,6,44
gapenum1,499,5,1,34,7,91,4,0,9,57,0,8,54,0,9,53,0,4,46,0,4,41
gapenum2,499,5,1,34,3,37,3,0,9,57,0,8,54,0,9,53,0,4,46,0,4,41
gapenum1,500,5,1,36,6,75,3,0,9,55,0,7,53,0,6,45,0,7,44,0,7,41
gapenum2,500,5,1,36,1,17,2,0,9,55,0,7,53,0,6,45,0,7,44,0,7,41
