version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3
gap_enum1,179,3,2,10,2,10,2,0,4,58,0,4,52,0,6,51
gap_enum2,179,3,2,10,1,4,2,0,4,58,0,4,52,0,6,51
gap_enum1,179,3,1,14,4,33,3,0,4,58,0,4,52,0,6,51
gap_enum2,179,3,1,14,1,11,2,0,4,58,0,4,52,0,6,51
gap_enum1,180,3,3,8,1,1,2,0,4,57,0,4,43,0,8,43
gap_enum2,180,3,3,8,1,1,2,0,4,57,0,4,43,0,8,43
gap_enum1,180,3,2,12,2,4,2,0,4,57,0,4,43,0,8,43
gap_enum2,180,3,2,12,1,3,2,0,4,57,0,4,43,0,8,43
gap_enum1,180,3,1,16,5,33,3,0,4,57,0,4,43,0,8,43
gap_enum2,180,3,1,16,2,12,2,0,4,57,0,4,43,0,8,43
gap_enum1,181,3,3,5,1,1,2,0,8,56,0,7,45,0,5,41
gap_enum2,181,3,3,5,1,1,2,0,8,56,0,7,45,0,5,41
gap_enum1,181,3,2,12,2,10,2,0,8,56,0,7,45,0,5,41
gap_enum2,181,3,2,12,1,4,2,0,8,56,0,7,45,0,5,41
gap_enum1,181,3,1,20,5,33,3,0,8,56,0,7,45,0,5,41
gap_enum2,181,3,1,20,2,12,2,0,8,56,0,7,45,0,5,41
gap_enum1,182,3,3,8,1,1,2,0,8,57,0,9,57,0,8,46
gap_enum2,182,3,3,8,1,1,2,0,8,57,0,9,57,0,8,46
gap_enum1,182,3,2,17,3,10,2,0,8,57,0,9,57,0,8,46
gap_enum2,182,3,2,17,2,5,2,0,8,57,0,9,57,0,8,46
gap_enum1,182,3,1,25,4,21,3,0,8,57,0,9,57,0,8,46
gap_enum2,182,3,1,25,2,9,2,0,8,57,0,9,57,0,8,46
gap_enum1,183,3,3,8,1,1,2,0,8,54,0,5,52,0,8,49
gap_enum2,183,3,3,8,1,1,2,0,8,54,0,5,52,0,8,49
gap_enum1,183,3,2,13,2,10,2,0,8,54,0,5,52,0,8,49
gap_enum2,183,3,2,13,1,4,2,0,8,54,0,5,52,0,8,49
gap_enum1,183,3,1,21,3,22,3,0,8,54,0,5,52,0,8,49
gap_enum2,183,3,1,21,1,7,2,0,8,54,0,5,52,0,8,49
gap_enum1,184,3,3,5,1,1,2,0,9,57,0,6,45,0,5,42
gap_enum2,184,3,3,5,1,1,2,0,9,57,0,6,45,0,5,42
gap_enum1,184,3,2,11,2,10,2,0,9,57,0,6,45,0,5,42
gap_enum2,184,3,2,11,1,4,2,0,9,57,0,6,45,0,5,42
gap_enum1,184,3,1,20,5,33,3,0,9,57,0,6,45,0,5,42
gap_enum2,184,3,1,20,2,12,2,0,9,57,0,6,45,0,5,42
gap_enum1,185,3,3,5,1,1,2,0,4,48,0,5,47,0,5,46
gap_enum2,185,3,3,5,1,1,2,0,4,48,0,5,47,0,5,46
gap_enum1,185,3,2,10,2,10,2,0,4,48,0,5,47,0,5,46
gap_enum2,185,3,2,10,1,4,2,0,4,48,0,5,47,0,5,46
gap_enum1,185,3,1,14,3,22,3,0,4,48,0,5,47,0,5,46
gap_enum2,185,3,1,14,1,7,2,0,4,48,0,5,47,0,5,46
gap_enum1,186,3,3,8,1,1,2,0,5,49,0,7,49,0,8,41
gap_enum2,186,3,3,8,1,1,2,0,5,49,0,7,49,0,8,41
gap_enum1,186,3,2,15,2,7,2,0,5,49,0,7,49,0,8,41
gap_enum2,186,3,2,15,1,4,2,0,5,49,0,7,49,0,8,41
gap_enum1,186,3,1,20,3,14,2,0,5,49,0,7,49,0,8,41
gap_enum2,186,3,1,20,1,6,2,0,5,49,0,7,49,0,8,41
gap_enum1,187,3,3,6,1,1,2,0,6,54,0,5,48,0,6,45
gap_enum2,187,3,3,6,1,1,2,0,6,54,0,5,48,0,6,45
gap_enum1,187,3,2,11,2,10,2,0,6,54,0,5,48,0,6,45
gap_enum2,187,3,2,11,1,4,2,0,6,54,0,5,48,0,6,45
gap_enum1,187,3,1,17,4,33,3,0,6,54,0,5,48,0,6,45
gap_enum2,187,3,1,17,1,11,2,0,6,54,0,5,48,0,6,45
gap_enum1,188,3,3,6,1,1,2,0,4,56,0,5,54,0,6,43
gap_enum2,188,3,3,6,1,1,2,0,4,56,0,5,54,0,6,43
gap_enum1,188,3,2,11,3,10,2,0,4,56,0,5,54,0,6,43
gap_enum2,188,3,2,11,2,5,2,0,4,56,0,5,54,0,6,43
gap_enum1,188,3,1,15,4,33,3,0,4,56,0,5,54,0,6,43
gap_enum2,188,3,1,15,2,12,2,0,4,56,0,5,54,0,6,43
gap_enum1,189,3,3,4,1,1,2,0,6,58,0,5,47,0,4,43
gap_enum2,189,3,3,4,1,1,2,0,6,58,0,5,47,0,4,43
gap_enum1,189,3,2,9,2,7,2,0,6,58,0,5,47,0,4,43
gap_enum2,189,3,2,9,1,4,2,0,6,58,0,5,47,0,4,43
gap_enum1,189,3,1,15,5,33,3,0,6,58,0,5,47,0,4,43
gap_enum2,189,3,1,15,2,12,2,0,6,58,0,5,47,0,4,43
gap_enum1,190,3,3,4,1,1,2,0,9,58,0,4,53,0,4,40
gap_enum2,190,3,3,4,1,1,2,0,9,58,0,4,53,0,4,40
gap_enum1,190,3,2,8,3,10,2,0,9,58,0,4,53,0,4,40
gap_enum2,190,3,2,8,2,5,2,0,9,58,0,4,53,0,4,40
gap_enum1,190,3,1,17,5,33,3,0,9,58,0,4,53,0,4,40
gap_enum2,190,3,1,17,3,16,3,0,9,58,0,4,53,0,4,40
gap_enum1,191,3,3,5,1,1,2,0,6,53,0,8,53,0,5,46
gap_enum2,191,3,3,5,1,1,2,0,6,53,0,8,53,0,5,46
gap_enum1,191,3,2,13,3,10,2,0,6,53,0,8,53,0,5,46
gap_enum2,191,3,2,13,2,5,2,0,6,53,0,8,53,0,5,46
gap_enum1,191,3,1,19,4,21,3,0,6,53,0,8,53,0,5,46
gap_enum2,191,3,1,19,2,9,2,0,6,53,0,8,53,0,5,46
gap_enum1,192,3,3,5,1,1,2,0,6,45,0,5,41,0,5,41
gap_enum2,192,3,3,5,1,1,2,0,6,45,0,5,41,0,5,41
gap_enum1,192,3,2,10,2,4,2,0,6,45,0,5,41,0,5,41
gap_enum2,192,3,2,10,1,3,2,0,6,45,0,5,41,0,5,41
gap_enum1,192,3,1,16,3,22,3,0,6,45,0,5,41,0,5,41
gap_enum2,192,3,1,16,1,7,2,0,6,45,0,5,41,0,5,41
gap_enum1,193,3,3,7,1,1,2,0,5,54,0,5,45,0,7,40
gap_enum2,193,3,3,7,1,1,2,0,5,54,0,5,45,0,7,40
gap_enum1,193,3,2,12,2,10,2,0,5,54,0,5,45,0,7,40
gap_enum2,193,3,2,12,1,4,2,0,5,54,0,5,45,0,7,40
gap_enum1,193,3,1,17,5,33,3,0,5,54,0,5,45,0,7,40
gap_enum2,193,3,1,17,2,12,2,0,5,54,0,5,45,0,7,40
gap_enum1,194,3,3,6,1,1,2,0,5,56,0,7,55,0,6,40
gap_enum2,194,3,3,6,1,1,2,0,5,56,0,7,55,0,6,40
gap_enum1,194,3,2,13,3,10,2,0,5,56,0,7,55,0,6,40
gap_enum2,194,3,2,13,2,5,2,0,5,56,0,7,55,0,6,40
gap_enum1,194,3,1,18,4,33,3,0,5,56,0,7,55,0,6,40
gap_enum2,194,3,1,18,2,12,2,0,5,56,0,7,55,0,6,40
gap_enum1,195,3,3,6,1,1,2,0,9,53,0,6,51,0,6,50
gap_enum2,195,3,3,6,1,1,2,0,9,53,0,6,51,0,6,50
gap_enum1,195,3,2,12,2,10,2,0,9,53,0,6,51,0,6,50
gap_enum2,195,3,2,12,1,4,2,0,9,53,0,6,51,0,6,50
gap_enum1,195,3,1,21,3,22,2,0,9,53,0,6,51,0,6,50
gap_enum2,195,3,1,21,1,7,2,0,9,53,0,6,51,0,6,50
gap_enum1,196,3,3,6,1,1,2,0,4,58,0,5,57,0,6,40
gap_enum2,196,3,3,6,1,1,2,0,4,58,0,5,57,0,6,40
gap_enum1,196,3,2,11,3,10,2,0,4,58,0,5,57,0,6,40
gap_enum2,196,3,2,11,2,5,2,0,4,58,0,5,57,0,6,40
gap_enum1,196,3,1,15,4,33,3,0,4,58,0,5,57,0,6,40
gap_enum2,196,3,1,15,2,12,2,0,4,58,0,5,57,0,6,40
gap_enum1,197,3,3,9,1,1,2,0,8,53,0,4,51,0,9,48
gap_enum2,197,3,3,9,1,1,2,0,8,53,0,4,51,0,9,48
gap_enum1,197,3,2,13,2,10,2,0,8,53,0,4,51,0,9,48
gap_enum2,197,3,2,13,1,4,2,0,8,53,0,4,51,0,9,48
gap_enum1,197,3,1,21,3,22,3,0,8,53,0,4,51,0,9,48
gap_enum2,197,3,1,21,1,7,2,0,8,53,0,4,51,0,9,48
gap_enum1,198,3,3,7,1,1,2,0,7,59,0,4,41,0,7,41
gap_enum2,198,3,3,7,1,1,2,0,7,59,0,4,41,0,7,41
gap_enum1,198,3,2,11,2,4,2,0,7,59,0,4,41,0,7,41
gap_enum2,198,3,2,11,1,3,2,0,7,59,0,4,41,0,7,41
gap_enum1,198,3,1,18,5,33,3,0,7,59,0,4,41,0,7,41
gap_enum2,198,3,1,18,2,12,2,0,7,59,0,4,41,0,7,41
gap_enum1,199,3,3,7,1,1,2,0,7,53,0,6,51,0,7,51
gap_enum2,199,3,3,7,1,1,2,0,7,53,0,6,51,0,7,51
gap_enum1,199,3,2,13,2,4,2,0,7,53,0,6,51,0,7,51
gap_enum2,199,3,2,13,1,3,2,0,7,53,0,6,51,0,7,51
gap_enum1,199,3,1,20,3,22,3,0,7,53,0,6,51,0,7,51
gap_enum2,199,3,1,20,1,7,2,0,7,53,0,6,51,0,7,51
gap_enum1,200,3,3,9,1,1,2,0,9,57,0,5,50,0,9,45
gap_enum2,200,3,3,9,1,1,2,0,9,57,0,5,50,0,9,45
gap_enum1,200,3,2,14,2,10,2,0,9,57,0,5,50,0,9,45
gap_enum2,200,3,2,14,1,4,2,0,9,57,0,5,50,0,9,45
gap_enum1,200,3,1,23,4,33,3,0,9,57,0,5,50,0,9,45
gap_enum2,200,3,1,23,1,11,2,0,9,57,0,5,50,0,9,45
gap_enum1,201,3,3,8,1,1,2,0,9,54,0,8,52,0,8,45
gap_enum2,201,3,3,8,1,1,2,0,9,54,0,8,52,0,8,45
gap_enum1,201,3,2,16,2,10,2,0,9,54,0,8,52,0,8,45
gap_enum2,201,3,2,16,1,4,2,0,9,54,0,8,52,0,8,45
gap_enum1,201,3,1,25,4,33,3,0,9,54,0,8,52,0,8,45
gap_enum2,201,3,1,25,1,11,2,0,9,54,0,8,52,0,8,45
gap_enum1,202,3,3,8,1,1,2,0,8,58,0,8,58,0,8,50
gap_enum2,202,3,3,8,1,1,2,0,8,58,0,8,58,0,8,50
gap_enum1,202,3,2,16,2,7,2,0,8,58,0,8,58,0,8,50
gap_enum2,202,3,2,16,1,4,2,0,8,58,0,8,58,0,8,50
gap_enum1,202,3,1,24,3,14,2,0,8,58,0,8,58,0,8,50
gap_enum2,202,3,1,24,1,6,2,0,8,58,0,8,58,0,8,50
gap_enum1,203,3,3,7,1,1,2,0,8,56,0,7,54,0,7,43
gap_enum2,203,3,3,7,1,1,2,0,8,56,0,7,54,0,7,43
gap_enum1,203,3,2,14,3,10,2,0,8,56,0,7,54,0,7,43
gap_enum2,203,3,2,14,2,5,2,0,8,56,0,7,54,0,7,43
gap_enum1,203,3,1,22,4,33,16,0,8,56,0,7,54,0,7,43
gap_enum2,203,3,1,22,2,12,2,0,8,56,0,7,54,0,7,43
gap_enum1,204,3,3,9,1,1,1,0,4,53,0,9,45,0,9,45
gap_enum2,204,3,3,9,1,1,1,0,4,53,0,9,45,0,9,45
gap_enum1,204,3,2,18,2,4,2,0,4,53,0,9,45,0,9,45
gap_enum2,204,3,2,18,1,3,2,0,4,53,0,9,45,0,9,45
gap_enum1,204,3,1,22,3,22,2,0,4,53,0,9,45,0,9,45
gap_enum2,204,3,1,22,1,7,4,0,4,53,0,9,45,0,9,45
gap_enum1,205,3,3,9,1,1,2,0,5,48,0,7,48,0,9,42
gap_enum2,205,3,3,9,1,1,1,0,5,48,0,7,48,0,9,42
gap_enum1,205,3,2,16,2,10,2,0,5,48,0,7,48,0,9,42
gap_enum2,205,3,2,16,1,4,2,0,5,48,0,7,48,0,9,42
gap_enum1,205,3,1,21,3,17,2,0,5,48,0,7,48,0,9,42
gap_enum2,205,3,1,21,1,6,2,0,5,48,0,7,48,0,9,42
gap_enum1,206,3,3,4,1,1,1,0,9,52,0,8,50,0,4,40
gap_enum2,206,3,3,4,1,1,1,0,9,52,0,8,50,0,4,40
gap_enum1,206,3,2,12,3,10,2,0,9,52,0,8,50,0,4,40
gap_enum2,206,3,2,12,2,5,2,0,9,52,0,8,50,0,4,40
gap_enum1,206,3,1,21,4,33,3,0,9,52,0,8,50,0,4,40
gap_enum2,206,3,1,21,2,12,2,0,9,52,0,8,50,0,4,40
gap_enum1,207,3,3,7,1,1,1,0,9,56,0,8,55,0,7,45
gap_enum2,207,3,3,7,1,1,1,0,9,56,0,8,55,0,7,45
gap_enum1,207,3,2,15,3,10,2,0,9,56,0,8,55,0,7,45
gap_enum2,207,3,2,15,2,5,2,0,9,56,0,8,55,0,7,45
gap_enum1,207,3,1,24,4,33,3,0,9,56,0,8,55,0,7,45
gap_enum2,207,3,1,24,2,12,2,0,9,56,0,8,55,0,7,45
gap_enum1,208,3,3,9,1,1,2,0,8,59,0,7,54,0,9,51
gap_enum2,208,3,3,9,1,1,1,0,8,59,0,7,54,0,9,51
gap_enum1,208,3,2,16,2,10,2,0,8,59,0,7,54,0,9,51
gap_enum2,208,3,2,16,1,4,2,0,8,59,0,7,54,0,9,51
gap_enum1,208,3,1,24,3,22,2,0,8,59,0,7,54,0,9,51
gap_enum2,208,3,1,24,1,7,2,0,8,59,0,7,54,0,9,51
gap_enum1,209,3,3,7,1,1,1,0,4,57,0,6,51,0,7,43
gap_enum2,209,3,3,7,1,1,1,0,4,57,0,6,51,0,7,43
gap_enum1,209,3,2,13,3,10,2,0,4,57,0,6,51,0,7,43
gap_enum2,209,3,2,13,2,5,2,0,4,57,0,6,51,0,7,43
gap_enum1,209,3,1,17,4,28,3,0,4,57,0,6,51,0,7,43
gap_enum2,209,3,1,17,2,12,2,0,4,57,0,6,51,0,7,43
gap_enum1,210,3,3,5,1,1,2,0,7,50,0,5,48,0,5,45
gap_enum2,210,3,3,5,1,1,1,0,7,50,0,5,48,0,5,45
gap_enum1,210,3,2,10,2,10,2,0,7,50,0,5,48,0,5,45
gap_enum2,210,3,2,10,1,4,2,0,7,50,0,5,48,0,5,45
gap_enum1,210,3,1,17,3,19,2,0,7,50,0,5,48,0,5,45
gap_enum2,210,3,1,17,1,7,2,0,7,50,0,5,48,0,5,45
gap_enum1,211,3,3,6,1,1,1,0,7,53,0,9,52,0,6,42
gap_enum2,211,3,3,6,1,1,1,0,7,53,0,9,52,0,6,42
gap_enum1,211,3,2,15,3,10,2,0,7,53,0,9,52,0,6,42
gap_enum2,211,3,2,15,2,5,2,0,7,53,0,9,52,0,6,42
gap_enum1,211,3,1,22,4,33,3,0,7,53,0,9,52,0,6,42
gap_enum2,211,3,1,22,2,12,2,0,7,53,0,9,52,0,6,42
gap_enum1,212,3,3,4,1,1,2,0,4,56,0,7,55,0,4,41
gap_enum2,212,3,3,4,1,1,2,0,4,56,0,7,55,0,4,41
gap_enum1,212,3,2,11,3,10,2,0,4,56,0,7,55,0,4,41
gap_enum2,212,3,2,11,2,5,2,0,4,56,0,7,55,0,4,41
gap_enum1,212,3,1,15,4,33,3,0,4,56,0,7,55,0,4,41
gap_enum2,212,3,1,15,2,12,2,0,4,56,0,7,55,0,4,41
gap_enum1,213,3,3,6,1,1,2,0,6,56,0,7,54,0,6,44
gap_enum2,213,3,3,6,1,1,1,0,6,56,0,7,54,0,6,44
gap_enum1,213,3,2,13,3,10,2,0,6,56,0,7,54,0,6,44
gap_enum2,213,3,2,13,2,5,2,0,6,56,0,7,54,0,6,44
gap_enum1,213,3,1,19,4,33,3,0,6,56,0,7,54,0,6,44
gap_enum2,213,3,1,19,2,12,2,0,6,56,0,7,54,0,6,44
gap_enum1,214,3,3,6,1,1,2,0,9,59,0,8,58,0,6,53
gap_enum2,214,3,3,6,1,1,2,0,9,59,0,8,58,0,6,53
gap_enum1,214,3,2,14,2,10,2,0,9,59,0,8,58,0,6,53
gap_enum2,214,3,2,14,1,4,2,0,9,59,0,8,58,0,6,53
gap_enum1,214,3,1,23,3,19,2,0,9,59,0,8,58,0,6,53
gap_enum2,214,3,1,23,1,7,2,0,9,59,0,8,58,0,6,53
gap_enum1,215,3,3,7,1,1,1,0,6,58,0,8,49,0,7,48
gap_enum2,215,3,3,7,1,1,1,0,6,58,0,8,49,0,7,48
gap_enum1,215,3,2,15,2,10,2,0,6,58,0,8,49,0,7,48
gap_enum2,215,3,2,15,1,4,2,0,6,58,0,8,49,0,7,48
gap_enum1,215,3,1,21,4,33,3,0,6,58,0,8,49,0,7,48
gap_enum2,215,3,1,21,1,11,2,0,6,58,0,8,49,0,7,48
gap_enum1,216,3,3,5,1,1,1,0,4,59,0,9,55,0,5,43
gap_enum2,216,3,3,5,1,1,1,0,4,59,0,9,55,0,5,43
gap_enum1,216,3,2,14,3,10,2,0,4,59,0,9,55,0,5,43
gap_enum2,216,3,2,14,2,5,2,0,4,59,0,9,55,0,5,43
gap_enum1,216,3,1,18,4,33,3,0,4,59,0,9,55,0,5,43
gap_enum2,216,3,1,18,2,12,2,0,4,59,0,9,55,0,5,43
gap_enum1,217,3,3,7,1,1,2,0,5,56,0,8,56,0,7,52
gap_enum2,217,3,3,7,1,1,1,0,5,56,0,8,56,0,7,52
gap_enum1,217,3,2,15,2,10,2,0,5,56,0,8,56,0,7,52
gap_enum2,217,3,2,15,1,4,2,0,5,56,0,8,56,0,7,52
gap_enum1,217,3,1,20,3,17,2,0,5,56,0,8,56,0,7,52
gap_enum2,217,3,1,20,1,6,2,0,5,56,0,8,56,0,7,52
gap_enum1,218,3,3,9,1,1,2,0,7,48,0,9,48,0,9,42
gap_enum2,218,3,3,9,1,1,1,0,7,48,0,9,48,0,9,42
gap_enum1,218,3,2,18,2,10,2,0,7,48,0,9,48,0,9,42
gap_enum2,218,3,2,18,1,4,2,0,7,48,0,9,48,0,9,42
gap_enum1,218,3,1,25,3,17,2,0,7,48,0,9,48,0,9,42
gap_enum2,218,3,1,25,1,6,2,0,7,48,0,9,48,0,9,42
gap_enum1,219,3,3,7,1,1,1,0,8,59,0,4,45,0,7,43
gap_enum2,219,3,3,7,1,1,1,0,8,59,0,4,45,0,7,43
gap_enum1,219,3,2,11,2,10,2,0,8,59,0,4,45,0,7,43
gap_enum2,219,3,2,11,1,4,2,0,8,59,0,4,45,0,7,43
gap_enum1,219,3,1,19,5,33,3,0,8,59,0,4,45,0,7,43
gap_enum2,219,3,1,19,2,12,2,0,8,59,0,4,45,0,7,43
gap_enum1,220,3,3,4,1,1,1,0,7,56,0,6,54,0,4,49
gap_enum2,220,3,3,4,1,1,1,0,7,56,0,6,54,0,4,49
gap_enum1,220,3,2,10,3,10,2,0,7,56,0,6,54,0,4,49
gap_enum2,220,3,2,10,2,5,2,0,7,56,0,6,54,0,4,49
gap_enum1,220,3,1,17,4,33,3,0,7,56,0,6,54,0,4,49
gap_enum2,220,3,1,17,2,12,2,0,7,56,0,6,54,0,4,49
gap_enum1,221,3,3,5,1,1,2,0,7,59,0,8,50,0,5,44
gap_enum2,221,3,3,5,1,1,1,0,7,59,0,8,50,0,5,44
gap_enum1,221,3,2,13,3,10,2,0,7,59,0,8,50,0,5,44
gap_enum2,221,3,2,13,2,5,2,0,7,59,0,8,50,0,5,44
gap_enum1,221,3,1,20,5,33,3,0,7,59,0,8,50,0,5,44
gap_enum2,221,3,1,20,3,16,2,0,7,59,0,8,50,0,5,44
gap_enum1,222,3,3,8,1,1,2,0,8,54,0,7,50,0,8,42
gap_enum2,222,3,3,8,1,1,1,0,8,54,0,7,50,0,8,42
gap_enum1,222,3,2,15,2,7,2,0,8,54,0,7,50,0,8,42
gap_enum2,222,3,2,15,1,4,2,0,8,54,0,7,50,0,8,42
gap_enum1,222,3,1,23,4,33,3,0,8,54,0,7,50,0,8,42
gap_enum2,222,3,1,23,1,11,2,0,8,54,0,7,50,0,8,42
gap_enum1,223,3,3,9,1,1,1,0,5,53,0,4,45,0,9,40
gap_enum2,223,3,3,9,1,1,1,0,5,53,0,4,45,0,9,40
gap_enum1,223,3,2,13,2,10,2,0,5,53,0,4,45,0,9,40
gap_enum2,223,3,2,13,1,4,2,0,5,53,0,4,45,0,9,40
gap_enum1,223,3,1,18,4,28,3,0,5,53,0,4,45,0,9,40
gap_enum2,223,3,1,18,1,11,2,0,5,53,0,4,45,0,9,40
gap_enum1,224,3,3,8,1,1,1,0,7,43,0,8,43,0,8,43
gap_enum2,224,3,3,8,1,1,1,0,7,43,0,8,43,0,8,43
gap_enum1,224,3,2,16,2,4,2,0,7,43,0,8,43,0,8,43
gap_enum2,224,3,2,16,1,3,2,0,7,43,0,8,43,0,8,43
gap_enum1,224,3,1,23,3,11,2,0,7,43,0,8,43,0,8,43
gap_enum2,224,3,1,23,1,5,2,0,7,43,0,8,43,0,8,43
gap_enum1,225,3,3,7,1,1,1,0,9,46,0,5,42,0,7,42
gap_enum2,225,3,3,7,1,1,1,0,9,46,0,5,42,0,7,42
gap_enum1,225,3,2,12,2,4,2,0,9,46,0,5,42,0,7,42
gap_enum2,225,3,2,12,1,3,2,0,9,46,0,5,42,0,7,42
gap_enum1,225,3,1,21,3,22,2,0,9,46,0,5,42,0,7,42
gap_enum2,225,3,1,21,1,7,2,0,9,46,0,5,42,0,7,42
gap_enum1,226,3,3,5,1,1,1,0,5,59,0,5,53,0,5,43
gap_enum2,226,3,3,5,1,1,1,0,5,59,0,5,53,0,5,43
gap_enum1,226,3,2,10,3,10,2,0,5,59,0,5,53,0,5,43
gap_enum2,226,3,2,10,2,5,2,0,5,59,0,5,53,0,5,43
gap_enum1,226,3,1,15,5,33,3,0,5,59,0,5,53,0,5,43
gap_enum2,226,3,1,15,3,16,2,0,5,59,0,5,53,0,5,43
gap_enum1,227,3,3,4,1,1,1,0,4,52,0,8,50,0,4,40
gap_enum2,227,3,3,4,1,1,1,0,4,52,0,8,50,0,4,40
gap_enum1,227,3,2,12,3,10,2,0,4,52,0,8,50,0,4,40
gap_enum2,227,3,2,12,2,5,2,0,4,52,0,8,50,0,4,40
gap_enum1,227,3,1,16,4,33,3,0,4,52,0,8,50,0,4,40
gap_enum2,227,3,1,16,2,12,2,0,4,52,0,8,50,0,4,40
gap_enum1,228,3,3,5,1,1,2,0,7,56,0,5,54,0,5,40
gap_enum2,228,3,3,5,1,1,1,0,7,56,0,5,54,0,5,40
gap_enum1,228,3,2,10,3,10,2,0,7,56,0,5,54,0,5,40
gap_enum2,228,3,2,10,2,5,2,0,7,56,0,5,54,0,5,40
gap_enum1,228,3,1,17,4,33,3,0,7,56,0,5,54,0,5,40
gap_enum2,228,3,1,17,2,12,2,0,7,56,0,5,54,0,5,40
gap_enum1,229,3,3,8,1,1,1,0,5,44,0,4,42,0,8,40
gap_enum2,229,3,3,8,1,1,1,0,5,44,0,4,42,0,8,40
gap_enum1,229,3,2,12,2,10,2,0,5,44,0,4,42,0,8,40
gap_enum2,229,3,2,12,1,4,2,0,5,44,0,4,42,0,8,40
gap_enum1,229,3,1,17,3,22,2,0,5,44,0,4,42,0,8,40
gap_enum2,229,3,1,17,1,7,2,0,5,44,0,4,42,0,8,40
gap_enum1,230,3,3,5,1,1,1,0,7,54,0,6,52,0,5,51
gap_enum2,230,3,3,5,1,1,1,0,7,54,0,6,52,0,5,51
gap_enum1,230,3,2,11,2,10,2,0,7,54,0,6,52,0,5,51
gap_enum2,230,3,2,11,1,4,2,0,7,54,0,6,52,0,5,51
gap_enum1,230,3,1,18,3,22,2,0,7,54,0,6,52,0,5,51
gap_enum2,230,3,1,18,1,7,2,0,7,54,0,6,52,0,5,51
gap_enum1,231,3,3,9,1,1,1,0,8,58,0,7,57,0,9,53
gap_enum2,231,3,3,9,1,1,1,0,8,58,0,7,57,0,9,53
gap_enum1,231,3,2,16,2,10,2,0,8,58,0,7,57,0,9,53
gap_enum2,231,3,2,16,1,4,2,0,8,58,0,7,57,0,9,53
gap_enum1,231,3,1,24,3,22,2,0,8,58,0,7,57,0,9,53
gap_enum2,231,3,1,24,1,7,2,0,8,58,0,7,57,0,9,53
gap_enum1,232,3,3,5,1,1,1,0,7,54,0,9,46,0,5,40
gap_enum2,232,3,3,5,1,1,1,0,7,54,0,9,46,0,5,40
gap_enum1,232,3,2,14,3,10,2,0,7,54,0,9,46,0,5,40
gap_enum2,232,3,2,14,2,5,2,0,7,54,0,9,46,0,5,40
gap_enum1,232,3,1,21,4,33,3,0,7,54,0,9,46,0,5,40
gap_enum2,232,3,1,21,2,12,2,0,7,54,0,9,46,0,5,40
gap_enum1,233,3,3,4,1,1,2,0,9,48,0,5,46,0,4,45
gap_enum2,233,3,3,4,1,1,1,0,9,48,0,5,46,0,4,45
gap_enum1,233,3,2,9,2,10,2,0,9,48,0,5,46,0,4,45
gap_enum2,233,3,2,9,1,4,2,0,9,48,0,5,46,0,4,45
gap_enum1,233,3,1,18,3,22,2,0,9,48,0,5,46,0,4,45
gap_enum2,233,3,1,18,1,7,2,0,9,48,0,5,46,0,4,45
gap_enum1,234,3,3,5,1,1,2,0,7,59,0,5,50,0,5,46
gap_enum2,234,3,3,5,1,1,1,0,7,59,0,5,50,0,5,46
gap_enum1,234,3,2,10,2,10,2,0,7,59,0,5,50,0,5,46
gap_enum2,234,3,2,10,1,4,2,0,7,59,0,5,50,0,5,46
gap_enum1,234,3,1,17,5,33,3,0,7,59,0,5,50,0,5,46
gap_enum2,234,3,1,17,2,12,2,0,7,59,0,5,50,0,5,46
gap_enum1,235,3,3,9,1,1,1,0,6,48,0,6,46,0,9,45
gap_enum2,235,3,3,9,1,1,1,0,6,48,0,6,46,0,9,45
gap_enum1,235,3,2,15,2,10,2,0,6,48,0,6,46,0,9,45
gap_enum2,235,3,2,15,1,4,2,0,6,48,0,6,46,0,9,45
gap_enum1,235,3,1,21,3,22,2,0,6,48,0,6,46,0,9,45
gap_enum2,235,3,1,21,1,7,2,0,6,48,0,6,46,0,9,45
gap_enum1,236,3,3,7,1,1,1,0,5,49,0,4,43,0,7,42
gap_enum2,236,3,3,7,1,1,1,0,5,49,0,4,43,0,7,42
gap_enum1,236,3,2,11,2,10,2,0,5,49,0,4,43,0,7,42
gap_enum2,236,3,2,11,1,4,2,0,5,49,0,4,43,0,7,42
gap_enum1,236,3,1,16,3,19,2,0,5,49,0,4,43,0,7,42
gap_enum2,236,3,1,16,1,7,2,0,5,49,0,4,43,0,7,42
gap_enum1,237,3,3,5,1,1,1,0,5,57,0,4,55,0,5,53
gap_enum2,237,3,3,5,1,1,1,0,5,57,0,4,55,0,5,53
gap_enum1,237,3,2,9,2,10,2,0,5,57,0,4,55,0,5,53
gap_enum2,237,3,2,9,1,4,2,0,5,57,0,4,55,0,5,53
gap_enum1,237,3,1,14,3,22,2,0,5,57,0,4,55,0,5,53
gap_enum2,237,3,1,14,1,7,2,0,5,57,0,4,55,0,5,53
gap_enum1,238,3,3,7,1,1,1,0,4,58,0,8,49,0,7,47
gap_enum2,238,3,3,7,1,1,3,0,4,58,0,8,49,0,7,47
gap_enum1,238,3,2,15,2,10,2,0,4,58,0,8,49,0,7,47
gap_enum2,238,3,2,15,1,4,2,0,4,58,0,8,49,0,7,47
gap_enum1,238,3,1,19,4,33,3,0,4,58,0,8,49,0,7,47
